investigation,document,page,text
PSI-115,NNX17AF08A_FinalReport.pdf,10,"implemented by considering the characteristic relations for the Euler equations accounting for gravity (Poinsot and Lele, 1992). The computational tool used for this work has been well-validated and used for prior studies of aerosols (Garrick, 2011, 2015, Garrick and Khakpour, 2004, Garrick et al., 2001, Khakpour and Garrick, 2003, Modem and Garrick, 2003).
4.4 PHYSICAL ASSUMPTIONS All assumptions utilized in this work are listed below.
• From the perspective of thermal conductivity and viscosity, the condensing vapor phase is considered sufﬁciently dilute such thatµ andk are computed for air as a function of temperature and density (Kadoya et al., 1985). Both the air and the condensing vapor are considered calorically perfect gases with constant properties deﬁned in Table 1.
• The Mach number M is only important for ﬂows with M & 0.3. Although the physics are insensitive to variation in Mach number when the Mach number is small, the ratio of sound speed to convective speed imposes a large computational burden. The computational challenge is often remedied with a Boussinesq approximation, but this approach is not valid in the presence of large density variations. Additionally, an elliptical solve for pressure is computationally intractable for the number of iterations required to resolve the particle time scales."
PSI-115,NNX17AF08A_FinalReport.pdf,10,"We instead use a scaled dynamic pressure as the reference pressurePo =ρo (c1Uo)2, such thatP⋆ = ραRαT Po , wherec1 is speciﬁed to reduce the effective speed of sound to 8 m/s. The ﬂow ﬁeld was found to be independent ofc1 for the values used.
• All particles are assumed to be spherical.
• Condensed phase DBP properties are deﬁned by their continuum values.
• There is no momentum exchange between the particles and the ﬂuid (the air/DBP vapor mixture);
the particle velocity equals the ﬂuid velocity, augmented by the thermophoretic velocity and the stokes settling velocity. The stokes settling velocity is assumed to apply for all particles in the domain (including the large particles).
• The ﬂuid and particles are in thermal equilibrium and have the same temperature.
• Particle diffusion coefﬁcients decrease rapidly with diameter. This poses a numerical challenge due to the lack of a physical mechanism for diffusing numerical errors."
PSI-115,NNX17AF08A_FinalReport.pdf,10,"For this reason, the minimum diffusion coefﬁcient considered in the particle mass fraction transport equations corresponds to the ﬁfth particle size node – any node greater than the ﬁfth node is assigned the particle diffusion coefﬁcient of the ﬁfth node.
• The mass ﬂux of DPB from the heated rectangle is spatially uniform and all surfaces have spatially uniform temperature.
• Particles that impact a solid surface “stick” with100% efﬁciency, and are removed from the ﬂow.
• The aerosol does not achieve a rigorous steady-state because particle evolution continues (slowly) in regions of the ﬂow with recirculation, particularly behind the hot vapor source. The recirculation is characterized by high temperatures, long particle residency times, and the continuous introduction of additional vapor. The hydrodynamic and thermal ﬁelds, conversely, become steady after only a few seconds. Although a rigorous steady-state does not exist, all aerosol features develop and effectively stabilize shortly after the hydrodynamic ﬁelds. We therefore present all results at timet = 7 seconds, which is considered to be the effective steady-state. At his time, all ﬁelds are either steady, or changing at a rate that does not affect the conclusions drawn from the simulations.
UTILIZATION OF THE SAME DATA FOR ADVANCED MODELING AND SIMULATION OF SMOKE GENERATION IN MICROGRAVITY 10 SEAN C. GARRICK"
PSI-115,NNX17AF08A_FinalReport.pdf,11,"4.5 FLUID FLOW, TEMPERATURE, AND MASS FRACTION The velocity ﬁeld controls the convection of thermal energy, condensible species vapor, and particles.
Vorticityω, deﬁned as the curl of the velocity vector ω =∇× u, (31) is positive in regions of the ﬂow where ﬂuid rotates counterclockwise, and is negative in regions where the ﬂuid rotates clockwise. The sign and magnitude of vorticity therefore identiﬁes the location, orientation, and intensity of vortices and boundary layers.
Figure 2 shows the steady dimensionless vorticity. Panel (a) shows Case 1MG and panel (b) shows Case 1EG. The grey rectangles represent the heated vapor source. Red ﬂuid rotates counterclockwise (positive vorticity) and blue ﬂuid rotates clockwise (negative vorticity). Immediately upon entering the channel, the ﬂuid at the walls is brought to rest by the no slip condition, signiﬁed by the large vorticity gradients in the upper and lower left corners of panels (a) and (b). As the ﬂuid travels downstream from left to right, boundary layers develop symmetrically on the upper and lower walls due to viscous diffusion. Further downstream, the heated rectangle reduces the cross-sectional ﬂow area, and the pressure ﬁeld accelerates the ﬂuid through ﬂow paths above and below the heated vapor source."
PSI-115,NNX17AF08A_FinalReport.pdf,11,"The microgravity case in panel (a) remains symmetric near the heated vapor source, whereas the Earth gravity case in panel (b) develops an asymmetry with the majority of ﬂuid passing below the heated vapor source (indicated by larger vorticity magnitudes below than above). Comparatively low vorticity values on the downstream side of the rectangles indicate the presence of low speed, recirculating wakes. The microgravity wake in panel (a) is symmetric, whereas the Earth gravity wake in panel (b) is asymmetric. As the ﬂuid continues to ﬂow downstream, the boundary layers thicken in both cases and the ﬂuid exits the domain to the right. Variations in density due to heat transfer from the rectangle have inﬂuenced the vorticity ﬁelds via baroclinic torque and buoyancy. Because there is no gravity in Case 1MG in panel (a), density variations due to heating do not disturb the symmetry of the ﬂow ﬁeld. The asymmetry apparent in panel (b) is due to buoyancy effects.
Temperature ﬁelds with overlaid velocity vectors are shown in Fig. 3 at time t = 7 seconds. Panel (a) shows Case 1MG and panel (b) shows Case 1EG. The downstream portion of the domain has been expanded for clarity. Velocity vectors in panel (a) show a symmetric wake proﬁle with two counterrotating vortices surrounded by dividing streamlines."
PSI-115,NNX17AF08A_FinalReport.pdf,11,"Panel (b) shows an asymmetric buoyant wake, also with two counter rotating vortices: one near the lower right corner of the heated vapor source, and another near the upper right corner of the heated vapor source. Both panels show hot ﬂuid in white, warm ﬂuid in red, and room temperature ﬂuid in black. Thermal energy diffuses from the heated vapor source to the adjacent ﬂuid. Hot ﬂuid convects energy downstream and cools while diffusing energy to cooler ﬂuid and the isothermal upper and lower walls. The highest temperatures appear near the heated surface and in the wake. In both cases, the gas in the center of the channel exits the domain at greater than 350 Kelvin. The microgravity case maintains a symmetric temperature ﬁeld because there is no gravity, and therefore no asymmetric coupling between the vorticity and temperature via buoyancy. In panel (b), buoyant convection resulting from gravitational forces caries the low density, hot ﬂuid towards the upper surface. As the hot ﬂuid encounters the isothermal upper surface, a thin thermal boundary layer develops. Hot ﬂuid cools rapidly when in close proximity to the upper surface due to the thin thermal boundary layer.
DBP vapor mass fraction is shown in Fig. 4 at time t = 7 seconds. Panel (a) shows Case 1MG and panel (b) shows Case 1EG."
PSI-115,NNX17AF08A_FinalReport.pdf,11,"Consistent with the vorticity and temperature, the DBP vapor mass fraction is symmetric in Case 1MG and asymmetric in Case 1EG. The highest mass fractions of DBP (approximately 0.05) appear in white on the immediate downstream side of the heated vapor source in both panels (a) and (b). The recirculating wakes in both cases contain a small concentration of DBP vapor, but are encompassed by streaks of DBP vapor issuing from the upper and lower surfaces of the heated vapor source. In Case 1MG, the DBP vapor streaks interact via diffusion at the downstream side of the wake and eventually merge. In Case 1EG, merging velocity characteristics, indicated by the merging velocity vectors at the downstream side of the wake, rapidly combine the upper and lower vapor streaks.
In both Case 1MG and Case 1EG, the majority of the vapor is consumed before the domain outlet.
UTILIZATION OF THE SAME DATA FOR ADVANCED MODELING AND SIMULATION OF SMOKE GENERATION IN MICROGRAVITY 11 SEAN C. GARRICK"
PSI-115,NNX17AF08A_FinalReport.pdf,12,"4.6 P ARTICLE NUCLEATION, NUMBER DENSITY , AND SIZE The particle nucleation rate is a function of vapor mass fraction and temperature (and pressure). Figure 5 shows the DBP nucleation rate at time t = 7 seconds for Case 1MG in panel (a) and Case 1EG in panel (b). Panel (a) shows that nucleation occurs exclusively downstream of the heated vapor source in Case 1MG, and most rapidly at a rate of∼ 1012 [ m3· s ]−1 near the periphery of the recirculating wake.
Nucleation does not occur at a signiﬁcant rate anywhere in the wake. The nucleation rate decreases quickly after approximately ten dimensionless length units downstream of the heated vapor source.
Panel (b) shows two primary zones of nucleation in Case 1EG: downstream of the upper wake vortex and in the region downstream and above the upper wake vortex, near the upper surface. Nucleation occurs at a higher rate,∼ 1014 [ m3· s ]−1 , in Case 1EG than in Case 1MG.
Particle number densities at timet = 7 seconds are shown in Fig. 6 for Cases 1EG and 1MG in panels (a) and (b), respectively. Panel (a) shows a particle number density of∼ 1010 m−3 at the center of each counter-rotating wake vortex."
PSI-115,NNX17AF08A_FinalReport.pdf,12,"Thermophoretic forces prevent particles from contacting the downstream surface of the heated vapor source (this will be demonstrated in Section 4.8), resulting in a void of particles between the heated vapor source and the particle-dense wake vortices. Particles are also less numerous on the downstream side of the recirculating wake: particles do not nucleate in this region, dividing streamlines prevent particles from being convected into this region, and low diffusion rates limit particles from rapidly diffusing into this region. Even further downstream, the particle number density remains symmetric, with the largest particle number densities of∼ 1011 m−3 appearing slightly separated from the symmetry line on top and bottom. No particles appear near the upper and lower surfaces. Panel (b) shows the particle number densities for Case 1EG. More particles accumulate in the upper wake vortex than in the lower wake vortex. The Case 1EG wake contains fewer particles than the Case 1MG wake. In Case 1EG, a high particle concentration of nearly ∼ 1012 m−3 appears over a large area near the upper surface due to the high nucleation rate in the region. Signiﬁcantly more particles appear in this near-wall region than anywhere in the Case 1MG particle ﬁeld."
PSI-115,NNX17AF08A_FinalReport.pdf,12,"Unlike Case 1MG, Case 1EG contains particles throughout the entire vertical span of the ﬂow chamber: particles that appear in lower concentrations near the bottom wall have arrived there via the gravitational settling mechanism. Particles that settle are sufﬁciently large to be removed from the aerosol via gravity. This can be demonstrated by considering the spatial distribution of particle size.
The diameter of average massdm is deﬁned by dm = ( 6 π ∑Ns i=2viQi ∑Ns i=2Qi )1/3 . (32) Figure 7 shows the diameter of average mass at timet = 7 seconds for Case 1MG in panel (a) and Case 1EG in panel (b). The diameter of average mass is typically 10− 20µm in both cases. The diameter of average mass is notably smaller in regions where nucleation rates or particle number densities are large (near the upper surface in Case 1EG, for example). The Case 1EG wake contains only isolated regions of large particles, including in the upper and lower vorticies, while the entirety of the Case 1MG wake contains large particles. A signiﬁcation region downstream and below the heated vapor source contains very large particles in Case 1EG: particles sufﬁciently large to rapidly settle out of the ﬂow dominate this region. Downstream of the Case 1MG wake, the diameter of average mass depends signiﬁcantly on cross-stream position, but not on stream-wise position."
PSI-115,NNX17AF08A_FinalReport.pdf,12,"The largest particles appear on the symmetry line, corresponding to a region of low particle number density.
The particle size distribution (PSD) provides a quantitative measure of particle number and size. We construct the size distribution by numerically “collecting” a volume of the aerosol and counting the number of particles in each node k contained in the sample. The sample is collected by computing the ﬂux of particles through a vertical plane located at x′, where x′ is the dimensionless distance from the downstream surface of the heated element, indicated in Fig. 1. The collected number density ¯Qk [ m−3] of particles belonging to sizek is therefore ¯Qk = 1 h ∫ h/2 −h/2 u (y)Qk (y)dy, (33) where h = 6.82Lo is the height of the domain and u is the x-component of the velocity vector. The collected number density ¯Qk is therefore the number of particles collected per unit time and per unit volume at the measurement planex′.
UTILIZATION OF THE SAME DATA FOR ADVANCED MODELING AND SIMULATION OF SMOKE GENERATION IN MICROGRAVITY 12 SEAN C. GARRICK"
PSI-115,NNX17AF08A_FinalReport.pdf,13,"Figure 8 shows the particle number densities for Cases 1MG and 1EG at downstream measurement plane x′ = 26 at time t = 7 seconds. Case 1MG is shown in red and Case 1EG is shown in black.
The Case 1MG distribution contains particle diameters ranging from hundreds of nanometers to tens of micrometers, with a small percentage of particles approaching one hundred micrometers. The most frequent size is approximately 5µm. The Case 1MG distribution contains two local maximums: one at 5µm and another at 30µm. The Case 1EG distribution contains only one local maximum at5µm. Case 1EG contains a larger number density than Case 1MG for all particle sizes < 20 µm, and Case 1EG contains no particles> 40µm – these large particle settle out of the system. Case 1EG contains orders of magnitude more particles< 5µm than Case 1MG.
4.7 EFFECT OF P ARTICLE SETTLING In order to isolate the effects of particle settling, we modify Case 1EG by neglecting the settling mechanism (by settinguss⋆ j,k = 0). This case is referred to as Case 1EG–NS, where NS stands for “no settling”.
Figure 9 compares size distributions for Case 1MG, Case 1EG, and Case 1EG–NS at measurement planex′ = 26 at timet = 7 seconds. The Case 1EG–NS distribution is considerably wider than the other cases. It contains particles ranging in size from nanometers to 100 µm."
PSI-115,NNX17AF08A_FinalReport.pdf,13,"Case 1EG–NS also contains two local maxima in the particle size distribution, much like Case 1MG and unlike Case 1EG. Eliminating the settling mechanism has expanded the size distribution to include both smaller and larger particles, and has also introduced a new local maximum in the size distribution near 35µm.
4.8 EFFECT OF THERMOPHORESIS Figure 10 shows particle number densities at time t = 7 seconds for Case 1MG in panel (a) and Case 1MG-NT in panel (b) (where NT stands for “no thermophoresis”). When thermophoresis is active, as in panel (a), particles do not appear adjacent to the surface of the heated vapor source; the temperature gradient is large normal to the surface, and thermophoresis forces the particles out of this region.
When thermophoresis is inactive, particles are able to remain near the hot surface. In this region, the temperature is sufﬁciently high to cause evaporation. Small particles are able to diffuse out of the wake, resulting in lower particle number densities inside the Case 1MG-NT wake than the Case 1MG wake.
Downstream of the wake, larger particle number densities are present in Case 1MG-NT relative to Case 1MG, following from the decreased number of particles trapped in the Case 1MG-NT wake vorticies.
Figure 11 shows particle size distributions for Cases 1MG and 1MG-NT at timet = 7 seconds. Consistent with Fig."
PSI-115,NNX17AF08A_FinalReport.pdf,13,"10, the peak number density in Case 1MG-NT is greater than Case 1MG by approximately a factor of ﬁve – the most frequent particle size is∼ 5µm for both cases. A local maximum appears in both distributions around dp = 30 µm. This local maximum contains fewer particles in Case 1MG-NT than in Case 1MG, potentially because this local maximum is comprised of particles that have interacted with the wake region. In Case 1MG-NT, some of these particles have undergone evaporation and shifted to smaller particle sizes.
4.9 EFFECT OF HEATED VAPOR SOURCE ORIENTATION Figure 12 shows the particle number densities at time t = 7 seconds for Case 1MG-R in panel (a) and Case 1EG-R in panel (b) (where R stands for “Rotated”). Cases 1MG-R and 1EG-R are identical to Cases 1MG and 1EG, except the heated vapor source has been rotated 90◦. The wake regions of Cases 1MG-R and 1EG-R are considerably smaller than Cases 1MG and 1EG, and neither Case 1MG-R nor Case 1EG-R contain particles in their wakes."
PSI-115,NNX17AF08A_FinalReport.pdf,13,"The results from Case 1MG-R differ from Case 1MG in that they do not prominently display two high particle number density streaks around the symmetry line, but instead contain large particle number densities everywhere near the symmetry plane.
Case 1EG-R presents large particle number densities near the cool upper surface, similar to Case 1EG.
Unlike Case 1EG, Case 1EG-R does not contain particles inside its comparatively small downstream wake region, but instead contains particles in a large recirculation region that appears above the heated vapor source. The number density of particles in the recirculation region directly above the heated vapor source is lower than the particle number density downstream of the recirculation region. Settling UTILIZATION OF THE SAME DATA FOR ADVANCED MODELING AND SIMULATION OF SMOKE GENERATION IN MICROGRAVITY 13 SEAN C. GARRICK"
PSI-115,NNX17AF08A_FinalReport.pdf,14,"particles are not apparent, as in Case 1EG, which may be attributable to the lack of a wake region.
Figure 13 shows particle size distributions for Cases 1MG-R and 1EG-R at time t = 7 seconds. Both distributions present a single local maximum in particle size – the local maximum prominent at dp = 30µm for Case 1MG is not present in Case 1MG-R. Consistent with Case 1EG, Case 1EG-R contains fewer particles larger than approximately dp = 10 µm, and no particles larger than dp = 40 µm. The most frequent particle size for Case 1EG-R is the same as Case 1EG (dp = 5 µm). The most frequent particle diameter for Case 1MG-R is dp = 10 µm – approximately two times larger than Cases 1MG, 1EG, and 1EG-R.
4.10 EFFECT OF FLOW SPEED The Case 1 simulations were performed with an 8 cm/s inlet ﬂow velocity. Case 2MG and Case 2EG consider a 10 cm/s inlet ﬂow velocity. Particle number densities and velocity vectors for Case 2MG and Case 2EG are shown in Fig. 14 at time t = 7 seconds. Panel (a) shows Case 2MG and panel (b) shows Case 2EG. Case 2MG presents many features similar to Case 1MG, including symmetry about the center line and high particle number densities in the wake vortices. Case 2MG has an elongated wake associated with a higher ﬂow speed."
PSI-115,NNX17AF08A_FinalReport.pdf,14,"Case 2EG differs from Case 1EG in that particles are not prominent near the upper surface until much farther downstream – this is attributable to the decrease in Froude number, and corresponding decrease in upward motion due to buoyancy. Although the particle ﬁeld remains asymmetric, the increased ﬂow velocity has decreased the inﬂuence of buoyancy, reducing interaction with the upper surface. The presence of particles in the lower portion of the domain, as in Case 1EG, is attributable to the gravitational settling dynamic.
Particle size distributions for Case 2MG and Case 2EG computed at x′ = 26 and time t = 7 seconds are shown in Fig. 15. The most common particle size is∼ 5µm for both cases. Case 2EG, unlike Case 1EG, contains particles on the nanometer scale – nucleation begins near the upper surface further downstream, and particles resulting from nucleation remain in the ﬂow near the measurement plane x′ = 26.
4.11 SMOKE VISUALIZATION The simulated smoke is visualized by computing the particle surface area densityS(x) according to S(x) = Ns∑ k=2 πd2 kQk(x). (34) The particle surface area density S(x) is shown in Fig. 16 at time t = 7 seconds. Panel (a) shows Case 1MG, panel (b) shows Case 1EG, panel (c) shows Case 2MG, and panel (d) shows Case 2EG.
Darker regions correspond to large smoke concentrations and white areas contain no smoke."
PSI-115,NNX17AF08A_FinalReport.pdf,14,"High concentrations of smoke are apparent in the wake vortices of all cases. The microgravity cases in panels (a) and (c) contain larger and darker wake regions than the Earth gravity cases in panels (b) and (d). Panel (b), corresponding to Case 1EG, presents high smoke concentrations near the upper wall.
The visible smoke in Case 1EG also occupies a larger downstream area than the other cases, resulting from the high nucleation rates near the upper surface. When gravitational forces dominate, wall effects can be signiﬁcant, as demonstrated by case Case 1EG in panel (b). In Earth gravity, the smoke is more prominent downstream than in the wake region. Visual inspection also suggests the Earth gravity smoke to be more sensitive to small perturbations in ﬂow speed than the microgravity smoke (in the conﬁguration tested).
UTILIZATION OF THE SAME DATA FOR ADVANCED MODELING AND SIMULATION OF SMOKE GENERATION IN MICROGRAVITY 14 SEAN C. GARRICK"
